iter	MultiClass
136	0.1491929527
137	0.1476820473
138	0.1462184233
139	0.1441899724
140	0.142910573
141	0.1416493924
142	0.140572358
143	0.1394287602
144	0.1383065146
145	0.1372116531
146	0.135848087
147	0.134909428
148	0.1341832395
149	0.1329889357
150	0.1317920244
151	0.1308513064
152	0.1297107524
153	0.1288168347
154	0.127794065
155	0.1265364879
156	0.1255061195
157	0.1243989593
158	0.1235048177
159	0.1225553932
160	0.1216417347
161	0.1207823857
162	0.1198338899
163	0.1189476268
164	0.1181373722
165	0.117157777
166	0.1161659277
167	0.1149267372
168	0.1139376297
169	0.113379092
170	0.1128432159
171	0.1119519056
172	0.1112295108
173	0.110629343
174	0.1100241392
175	0.1091204406
176	0.1085971319
177	0.1079149348
178	0.1069316801
179	0.1062386614
180	0.1054744574
181	0.1046438018
182	0.1040039286
183	0.1035444192
184	0.102987258
185	0.1021247083
186	0.1015298785
187	0.1008768449
188	0.1001651933
189	0.09945048663
190	0.09872111987
191	0.09835990008
192	0.0976366995
193	0.09715714715
194	0.09649044942
195	0.09604551052
196	0.09534080849
197	0.0944531241
198	0.09370665765
199	0.09314865151
200	0.09224641336
201	0.09161388704
202	0.09098621756
203	0.0901897166
204	0.0894773656
205	0.08877503046
206	0.08812322221
207	0.08756932314
208	0.08695794761
209	0.08633384243
210	0.08586009816
211	0.08532890541
212	0.08467789172
213	0.08421995459
214	0.08389152972
215	0.08343221611
216	0.08292944264
217	0.08217658059
218	0.08154324852
219	0.08105323828
220	0.08077291748
221	0.07993655455
222	0.0794811018
223	0.07907818471
224	0.07861062341
225	0.07811361886
226	0.07748462885
227	0.0770115952
228	0.07663486482
229	0.0761728598
230	0.0757740218
231	0.07534803468
232	0.07495019827
233	0.07441044448
234	0.07386916874
235	0.0734885719
236	0.07325049674
237	0.07270217073
238	0.07243006965
239	0.07203174083
240	0.07173380556
241	0.07132209803
242	0.07081761236
243	0.07054853282
244	0.070143814
245	0.06986426538
246	0.06949312485
247	0.06919508327
248	0.06877008654
249	0.06840976761
250	0.0680663917
251	0.06766478395
252	0.06745832308
253	0.06715624158
254	0.06680850122
255	0.06636492761
256	0.06612146403
257	0.0656398078
258	0.06544655778
259	0.06509291981
260	0.06454224931
261	0.06430525407
262	0.06405814786
263	0.06379513938
264	0.06348313156
265	0.06302681711
266	0.06260122727
267	0.06233552738
268	0.06196842676
269	0.06169771895
270	0.06142494081
271	0.06098116576
272	0.06043994597
273	0.06006368001
274	0.05982601332
275	0.0594724425
276	0.05919021925
277	0.05889528314
278	0.05865804171
279	0.05851239777
280	0.05819657385
281	0.05792409787
282	0.05773117239
283	0.05753441402
284	0.05725369595
285	0.05695284545
286	0.05658896782
287	0.05642263191
288	0.05618114912
289	0.05587042265
290	0.05564630255
291	0.05531535972
292	0.05509054018
293	0.05472424531
294	0.05455568801
295	0.05428243427
296	0.05410966919
297	0.05395097666
298	0.05362162854
299	0.05334997509
300	0.05312476947
301	0.05303124154
302	0.05278317851
303	0.05256340046
304	0.05226308153
305	0.05208094967
306	0.05192835059
307	0.05167287359
308	0.05138742736
309	0.05122552304
310	0.05101696388
311	0.05066329794
312	0.05039653491
313	0.05026198675
314	0.05000723715
315	0.04989282701
316	0.04969811658
317	0.04953538414
318	0.04939071381
319	0.04914464835
320	0.04898689586
321	0.04863763913
322	0.04837178257
323	0.04819472019
324	0.04791722509
325	0.04774968057
326	0.04760816047
327	0.0474910869
328	0.04732616664
329	0.04720472861
330	0.04698753567
331	0.04674413084
332	0.04649786954
333	0.04635243543
334	0.04615795722
335	0.04598846268
336	0.04578190109
337	0.04560434071
338	0.04545420362
339	0.04532430528
340	0.04514154393
341	0.04498443492
342	0.04478020103
343	0.04457809901
344	0.04439208111
345	0.04420403766
346	0.04402065802
347	0.04387737816
348	0.04376025422
349	0.04365806733
350	0.04348983457
351	0.04326934031
352	0.04306219679
353	0.0428617902
354	0.0426774901
355	0.04245671047
356	0.04219594297
357	0.04203709377
358	0.04183401255
359	0.04171583947
360	0.04154934129
361	0.0413269306
362	0.04121826138
363	0.04104370576
364	0.04085280583
365	0.04060039793
366	0.04046690731
367	0.04028241976
368	0.0401665604
369	0.03997774477
370	0.03978648674
371	0.03969807585
372	0.03953846846
373	0.03940068333
374	0.03923871188
375	0.03917506085
376	0.03905599809
377	0.03889438754
378	0.0387571004
379	0.03864401078
380	0.03846404716
381	0.03829205705
382	0.03815016486
383	0.03802448828
384	0.03781523528
385	0.03765216991
386	0.03752524555
387	0.0373853845
388	0.0372347746
389	0.03708493408
390	0.03690401643
391	0.03678042975
392	0.03662108536
393	0.03646949346
394	0.03635668921
395	0.03620757049
396	0.0360501901
397	0.03594073193
398	0.0358189246
399	0.03567058086
400	0.03555307923
401	0.03542177363
402	0.03529237608
403	0.0351205958
404	0.03499665941
405	0.03486526428
406	0.03477129151
407	0.03457415545
408	0.03446328163
409	0.0342733777
410	0.03415839122
411	0.03400066671
412	0.0339302312
413	0.0338403515
414	0.03370615865
415	0.0335767611
416	0.03345180633
417	0.03338405664
418	0.0332998815
419	0.03319604955
420	0.03308789792
421	0.03299658579
422	0.03285531749
423	0.03278102952
424	0.03267489504
425	0.03257884357
426	0.03243687024
427	0.03226950197
428	0.03213613445
429	0.03204190429
430	0.03191052036
431	0.03179379929
432	0.03162640585
433	0.03152526251
434	0.03147256457
435	0.03136275109
436	0.03123973235
437	0.0311822559
438	0.03104101278
439	0.03093449222
440	0.030838866
441	0.0307054733
442	0.03059981164
443	0.03052051014
444	0.03044316425
445	0.03037434303
446	0.03026904787
447	0.03021570646
448	0.03010713237
449	0.03001847528
450	0.02992541737
451	0.02987090091
452	0.02981442045
453	0.0297494349
454	0.02966347482
455	0.02955046634
456	0.02946093916
457	0.02935529149
458	0.02928611215
459	0.02914724151
460	0.02901439995
461	0.02892798104
462	0.02879938084
463	0.02873041973
464	0.02864972217
465	0.02854041508
466	0.02846041415
467	0.0283626113
468	0.02828181301
469	0.02815508729
470	0.02809572797
471	0.02797499777
472	0.02785797455
473	0.02776229237
474	0.02769706343
475	0.02761138032
476	0.02751443917
477	0.02742741595
478	0.02736948347
479	0.02731875793
480	0.02724667176
481	0.02720336578
482	0.02711988448
483	0.02708269713
484	0.02697713339
485	0.0268825787
486	0.02679890156
487	0.02671834668
488	0.02667592199
489	0.02660288459
490	0.02654106887
491	0.02642053451
492	0.02635778715
493	0.02626740946
494	0.02620101666
495	0.02616600593
496	0.0261249773
497	0.02603595092
498	0.02595484209
499	0.02586994794
500	0.02578523284
501	0.02575605537
502	0.02564760158
503	0.02559497639
504	0.0255060703
505	0.02543305249
506	0.02535479175
507	0.02530698983
508	0.02520724815
509	0.02516785899
510	0.02511177301
511	0.02504381628
512	0.02493963462
513	0.02489738059
514	0.02486572154
515	0.02479559378
516	0.02474743655
517	0.02464110903
518	0.02458914689
519	0.02452217217
520	0.02443260862
521	0.0243689436
522	0.0243053737
523	0.02423636783
524	0.02417820873
525	0.02411921872
526	0.02406766505
527	0.02402287907
528	0.02397193811
529	0.0239286713
530	0.02389052433
531	0.0237963809
532	0.02372942296
533	0.02363681828
534	0.02359219178
535	0.02351243425
536	0.02344907279
537	0.02337827217
538	0.02333092349
539	0.02329472373
540	0.02322955493
541	0.02315149563
542	0.02307779517
543	0.02304313836
544	0.02300269725
545	0.02294698197
546	0.02287510703
547	0.02282575797
548	0.02274965707
549	0.02272289264
550	0.02267747298
551	0.02261643502
552	0.02253770006
553	0.02248804046
554	0.02242304512
555	0.02235979976
556	0.02231779892
557	0.02225705193
558	0.02218555329
559	0.02213248605
560	0.02207723239
561	0.02200256952
562	0.02195556915
563	0.02191752429
564	0.02189214474
565	0.02185528332
566	0.02181047077
567	0.02177057941
568	0.02171107181
569	0.02167283112
570	0.02160352868
571	0.02153437453
572	0.02147376743
573	0.02141248747
574	0.02134651013
575	0.02130011687
576	0.02125909523
577	0.02122120985
578	0.0211747984
579	0.02112492616
580	0.02109901364
581	0.02105352544
582	0.02099211539
583	0.02092499938
584	0.02083440626
585	0.02076890734
586	0.02071093848
587	0.02066614552
588	0.02060856695
589	0.02053181278
590	0.02045907614
591	0.02041430416
592	0.02035282696
593	0.02029622899
594	0.02024981475
595	0.02016550672
596	0.02011351101
597	0.02004304053
598	0.01997067599
599	0.01991439836
600	0.01986841077
601	0.01981475321
602	0.01975742084
603	0.01972786288
604	0.0196640356
605	0.01959828068
606	0.01955073755
607	0.01949480964
608	0.01945389851
609	0.01937753043
610	0.01932773933
611	0.01926295942
612	0.01922367657
613	0.01918216953
614	0.01915559954
615	0.01909470287
616	0.01907479706
617	0.01901927202
618	0.01897120432
619	0.01894494488
620	0.01892086347
621	0.0188706653
622	0.01884285591
623	0.01880950984
624	0.01876489453
625	0.01870015238
626	0.01866932566
627	0.01862041864
628	0.01857925991
629	0.01854752952
630	0.01849538414
631	0.01842753372
632	0.01839831569
633	0.01834443431
634	0.01828256404
635	0.01825200309
636	0.01821085696
637	0.01815837864
638	0.01812722878
639	0.01809933966
640	0.01804196253
641	0.0179908551
642	0.01795030628
643	0.01789494771
644	0.01783561916
645	0.01777425388
646	0.01773283636
647	0.01770256079
648	0.01763174339
649	0.01757779067
650	0.01752188095
651	0.01747929538
652	0.01743682593
653	0.0174033008
654	0.01735229128
655	0.01730349058
656	0.01726622629
657	0.01723590175
658	0.01719037718
659	0.01716312315
660	0.01712480971
661	0.01707572923
662	0.01703472578
663	0.01699992209
664	0.01696952341
665	0.01694730808
666	0.0169005651
667	0.01684697889
668	0.01680965305
669	0.01676806068
670	0.01673271423
671	0.01670800612
672	0.0166629124
673	0.01663791893
674	0.01659667068
675	0.01655083556
676	0.01648554506
677	0.01645416159
678	0.01641711692
679	0.0164002984
680	0.01636802385
681	0.01633138625
682	0.01630636201
683	0.01627905482
684	0.01623758834
685	0.01621775388
686	0.01616860905
687	0.01614635875
688	0.01609897369
689	0.01608688472
690	0.01605153128
691	0.0160044106
692	0.01598120348
693	0.01593872842
694	0.01591389163
695	0.01588083511
696	0.01584659516
697	0.0158010622
698	0.01576226895
699	0.01571951133
700	0.01568383055
701	0.01564825469
702	0.0156079073
703	0.01557792129
704	0.01553777115
705	0.0154901245
706	0.01546071203
707	0.01541059079
708	0.01536715332
709	0.01532859089
710	0.01531273339
711	0.01528447357
712	0.01526597921
713	0.01523105942
714	0.01519933742
715	0.0151728094
716	0.01515078991
717	0.0151223986
718	0.0151013765
719	0.01506542154
720	0.01503054791
721	0.01500443395
722	0.01496832232
723	0.01493658353
724	0.01491245176
725	0.01487319269
726	0.01484802716
727	0.01480436727
728	0.01476917889
729	0.01472541549
730	0.01469312835
731	0.01467533202
732	0.01465023224
733	0.01460854894
734	0.01457968622
735	0.0145456491
736	0.01452737996
737	0.01451128046
738	0.01448389773
739	0.01445735152
740	0.01442308779
741	0.01440574889
742	0.01438654811
743	0.01435323141
744	0.0143201763
745	0.01428654205
746	0.01425221957
747	0.01422923207
748	0.0141950061
749	0.01417833726
750	0.01414053161
751	0.01411020848
752	0.01409237858
753	0.01406865947
754	0.01405235293
755	0.01401471095
756	0.01397997021
757	0.01394619748
758	0.01393060156
759	0.01390011336
760	0.01386552789
761	0.01383349255
762	0.01381555074
763	0.0137969109
764	0.01376668429
765	0.01373090699
766	0.01370934492
767	0.01368314423
768	0.01364339137
769	0.01361055448
770	0.01358674164
771	0.01355784675
772	0.01352608418
773	0.01349503783
774	0.01345658591
775	0.01342366788
776	0.01340260801
777	0.01336234176
778	0.01333653555
779	0.01330437431
780	0.01326706806
781	0.01323771573
782	0.0132210315
783	0.01318986625
784	0.01315720701
785	0.01312059039
786	0.01309283977
787	0.0130846844
788	0.01305994832
789	0.01303500381
790	0.01301418174
791	0.01298415517
792	0.01295179948
793	0.01293180415
794	0.01291040715
795	0.01288703776
796	0.01286255487
797	0.0128368242
798	0.01281534467
799	0.01279893602
