iter	MultiClass
257	1.288572961
258	1.28535503
259	1.281973978
260	1.279221333
261	1.276413267
262	1.273919763
263	1.271671298
264	1.269013866
265	1.266196548
266	1.26402578
267	1.262179725
268	1.258883467
269	1.256316757
270	1.254017721
271	1.250708529
272	1.248367725
273	1.246142345
274	1.243798038
275	1.241277856
276	1.238381314
277	1.236392259
278	1.234172448
279	1.232161746
280	1.229970049
281	1.227195487
282	1.225262752
283	1.223101416
284	1.220293529
285	1.216889842
286	1.214618562
287	1.212083829
288	1.20907357
289	1.206746419
290	1.204583017
291	1.201707763
292	1.199069733
293	1.196052647
294	1.19336189
295	1.19073913
296	1.188066158
297	1.185406301
298	1.183270295
299	1.18131726
300	1.178703662
301	1.176268094
302	1.174311735
303	1.171237073
304	1.169345207
305	1.166901645
306	1.164737165
307	1.163183755
308	1.161699061
309	1.15919388
310	1.157079431
311	1.15529257
312	1.15296506
313	1.150408141
314	1.148513491
315	1.146724024
316	1.144853717
317	1.142826128
318	1.141021841
319	1.138084608
320	1.135889229
321	1.133939248
322	1.131645332
323	1.129161888
324	1.126416788
325	1.124357671
326	1.122847017
327	1.120860927
328	1.117989984
329	1.116207704
330	1.113528265
331	1.110966765
332	1.108953368
333	1.106606636
334	1.104851213
335	1.101729841
336	1.100062805
337	1.09803288
338	1.095351196
339	1.09331723
340	1.090971126
341	1.088954137
342	1.087485251
343	1.084901025
344	1.08349286
345	1.081068431
346	1.078698344
347	1.076969868
348	1.074675503
349	1.07298107
350	1.070551161
351	1.068405904
352	1.066656678
353	1.064114939
354	1.062636532
355	1.060845718
356	1.058688963
357	1.056396305
358	1.05479969
359	1.05323604
360	1.050968083
361	1.04957438
362	1.047687455
363	1.045775918
364	1.04376333
365	1.041897513
366	1.04031554
367	1.038254626
368	1.036543666
369	1.034517155
370	1.032480584
371	1.031017447
372	1.02895842
373	1.027067542
374	1.025667911
375	1.023754667
376	1.02189963
377	1.020075761
378	1.018552981
379	1.016170768
380	1.014314024
381	1.012476592
382	1.010241241
383	1.008303027
384	1.00639688
385	1.00461945
386	1.003268951
387	1.001804108
388	0.9998132567
389	0.9978936359
390	0.9958870658
391	0.9943717412
392	0.9926597028
393	0.9907231054
394	0.9893555406
395	0.9881626828
396	0.9864556746
397	0.9845188975
398	0.9822477968
399	0.9806605234
400	0.9789158791
401	0.9767586748
402	0.9750729548
403	0.9733332507
404	0.9718780181
405	0.9708063324
406	0.9696025161
407	0.9675107034
408	0.9662313454
409	0.9648909972
410	0.9633248324
411	0.9618378022
412	0.960381851
413	0.9579420616
414	0.9565038056
415	0.9552526523
416	0.9528398998
417	0.9510869917
418	0.9497231097
419	0.9484773458
420	0.9464674522
421	0.9447235265
422	0.9437029504
423	0.9424076038
424	0.9409674616
425	0.9394716287
426	0.9373443357
427	0.9359916816
428	0.9346777416
429	0.9329773803
430	0.9310221893
431	0.929563723
432	0.9280734592
433	0.9266429281
434	0.9248468148
435	0.9236647358
436	0.9221420457
437	0.9202046398
438	0.9183616386
439	0.9169171848
440	0.9149548079
441	0.9130197375
442	0.9111766464
443	0.9096305123
444	0.9080742281
445	0.906329943
446	0.9050938801
447	0.9035348113
448	0.9017828913
449	0.9002319965
450	0.8988046092
451	0.8970207119
452	0.8958666579
453	0.8947602104
454	0.8937967622
455	0.8920658608
456	0.8904894561
457	0.889338546
458	0.8886199569
459	0.8873740134
460	0.8859735732
461	0.884474327
462	0.8829969079
463	0.8813714595
464	0.8795578306
465	0.8783377562
466	0.8771595397
467	0.8754047453
468	0.8741285311
469	0.8728098304
470	0.8709174262
471	0.869342818
472	0.8677426999
473	0.8665124754
474	0.8652985989
475	0.8635577271
476	0.8627451826
477	0.8615671457
478	0.860363509
479	0.8588639934
480	0.8575194235
481	0.8564533966
482	0.8555168056
483	0.8541999912
484	0.8524734913
485	0.8511074535
486	0.8500077428
487	0.8484916996
488	0.8470352094
489	0.8458850178
490	0.8447006035
491	0.843682273
492	0.8423304274
493	0.8408146536
494	0.8389149737
495	0.8381852465
496	0.8366751316
497	0.8354982625
498	0.8344704107
499	0.8330420353
500	0.8319316356
501	0.8309438451
502	0.8293146241
503	0.8282357525
504	0.8267268952
505	0.8256064353
506	0.824399565
507	0.8229392124
508	0.8214225404
509	0.8205914024
510	0.8194360908
511	0.8179840919
512	0.8167835991
513	0.8151234787
514	0.8139740956
515	0.8133183831
516	0.8122408588
517	0.8112749853
518	0.8102987821
519	0.8091974546
520	0.8076228464
521	0.8065375075
522	0.8054195626
523	0.8045276139
524	0.8032132248
525	0.8021056994
526	0.8008645165
527	0.7995897396
528	0.7984238288
529	0.7973804376
530	0.7965458862
531	0.7951063727
532	0.7937878517
533	0.7930319858
534	0.7923601949
535	0.7916875057
536	0.7904466821
537	0.7894819763
538	0.7879722208
539	0.7868835584
540	0.785032473
541	0.7835976304
542	0.7827196044
543	0.7817309157
544	0.7802093933
545	0.779009619
546	0.7778364326
547	0.7764216206
548	0.7751837612
549	0.7740093172
550	0.7729556861
551	0.7719846028
552	0.7705950312
553	0.7693532196
554	0.7681111384
555	0.7671913445
556	0.7655641894
557	0.7647614356
558	0.7635409121
559	0.7623099691
560	0.7612462777
561	0.7601252788
562	0.7587649898
563	0.7579699608
564	0.7571874174
565	0.7558983585
566	0.7548982622
567	0.7534294662
568	0.7522198114
569	0.7512389373
570	0.7499029905
571	0.7487968574
572	0.7475178138
573	0.7463333994
574	0.7457032867
575	0.7450371996
576	0.7436794705
577	0.7428892022
578	0.7414570093
579	0.7398059163
580	0.7390211721
581	0.7375603705
582	0.7364416621
583	0.7355021967
584	0.7344449726
585	0.733629419
586	0.7328431029
587	0.7319177848
588	0.7310455524
589	0.7301104435
590	0.7294977117
591	0.7283912193
592	0.7274209444
593	0.7266259155
594	0.7260308788
595	0.7251423435
596	0.7238967143
597	0.7232163902
598	0.7221027119
599	0.721218533
600	0.7198000831
601	0.718705672
602	0.7179734298
603	0.7169250533
604	0.7159604823
605	0.7151016786
606	0.7143541663
607	0.7135826262
608	0.712612531
609	0.7117962139
610	0.7108502363
611	0.7101657354
612	0.7091639324
613	0.7083474356
614	0.7067911964
615	0.7058303081
616	0.7051322886
617	0.7045262037
618	0.7037388098
619	0.7028921772
620	0.7022409558
621	0.7009408486
622	0.6995610679
623	0.6988467005
624	0.6980415664
625	0.6972014909
626	0.6961727858
627	0.6954965935
628	0.6946207682
629	0.6938308592
630	0.6933613511
631	0.6925952903
632	0.6916961558
633	0.6908553168
634	0.6900009144
635	0.6886371222
636	0.6877358769
637	0.6868979122
638	0.6859567402
639	0.6851448693
640	0.6841715854
641	0.6832553844
642	0.6826117083
643	0.681528076
644	0.6807736922
645	0.6797767847
646	0.678927143
647	0.6781673249
648	0.6771948943
649	0.6763249973
650	0.6756757521
651	0.674787127
652	0.674036426
653	0.6732812338
654	0.6727293575
655	0.671596906
656	0.6708414444
657	0.6700194235
658	0.669087144
659	0.6682839411
660	0.6676999977
661	0.6669395509
662	0.666708749
663	0.6656723191
664	0.6647421954
665	0.6640866626
666	0.6629704692
667	0.6622423589
668	0.6614397398
669	0.660262691
670	0.6596723701
671	0.6588843025
672	0.6576988551
673	0.6569737539
674	0.6562261069
675	0.6555154673
676	0.6546414834
677	0.6538345977
678	0.6532157578
679	0.6523416841
680	0.6517665883
681	0.6508147722
682	0.6499341413
683	0.6492511673
684	0.6485152873
685	0.6480365722
686	0.6473410679
687	0.6463678738
688	0.6457217275
689	0.644902536
690	0.6443060622
691	0.6437033007
692	0.6430494296
693	0.6425917782
694	0.6421561336
695	0.6414966036
696	0.6406519022
697	0.6399685689
698	0.6393157308
699	0.6381003722
700	0.6368727975
701	0.6362723715
702	0.6353484007
703	0.6345899749
704	0.6336887744
705	0.6332762594
706	0.6323326622
707	0.6317135079
708	0.6304853943
709	0.6295622769
710	0.6288742279
711	0.6284131632
712	0.6276083435
713	0.6269443672
714	0.6261827077
715	0.6254668583
716	0.6247940344
717	0.6242311996
718	0.6233060611
719	0.6226457676
720	0.6218554544
721	0.621346873
722	0.6204654337
723	0.6199573913
724	0.6193213052
725	0.6185361569
726	0.6181194202
727	0.6175087542
728	0.617135043
729	0.6167312409
730	0.6160404073
731	0.6154679613
732	0.6147590284
733	0.6136466525
734	0.6128407549
735	0.6119558574
736	0.6112877942
737	0.6104156067
738	0.609834897
739	0.6089884889
740	0.6081560035
741	0.6075230164
742	0.6068669446
743	0.6062157682
744	0.6052026475
745	0.6047320615
746	0.6042415796
747	0.6033935098
748	0.6023527234
749	0.60164397
750	0.6008805141
751	0.6002195918
752	0.599924117
753	0.5993429581
754	0.5987656616
755	0.5984118015
756	0.5979253167
757	0.5970787739
758	0.5966272754
759	0.5957427372
760	0.5949521096
761	0.5942707525
762	0.5937371552
763	0.5929176044
764	0.5924033641
765	0.5918059023
766	0.5912993868
767	0.5907935451
768	0.590135587
769	0.5893821464
770	0.5889655893
771	0.588556263
772	0.5875429177
773	0.5870223898
774	0.5864582525
775	0.5859280685
776	0.5853156061
777	0.5848823418
778	0.5841665373
779	0.5835295081
780	0.5829812696
781	0.5823142393
782	0.5818353447
783	0.5816015787
784	0.5810985663
785	0.5805578281
786	0.5797639669
787	0.5791678973
788	0.5781443121
789	0.5774000784
790	0.5768709274
791	0.5763034666
792	0.5755756257
793	0.5750452172
794	0.5745949763
795	0.5738625095
796	0.5733526257
797	0.5727054913
798	0.5722771673
799	0.5714652965
800	0.5710803124
801	0.5707222305
802	0.5702032745
803	0.5694942966
804	0.5688278501
805	0.568298789
806	0.567593898
807	0.5670974877
808	0.5665989217
809	0.5659360682
810	0.5653840571
811	0.5646167837
812	0.5638303778
813	0.5628614952
814	0.5623011754
815	0.5619176734
816	0.5612616914
817	0.5606165781
818	0.5599017168
819	0.5592128594
820	0.5583841016
821	0.557778376
822	0.5572677287
823	0.556670177
824	0.5560092996
825	0.5555998386
826	0.5551158689
827	0.5546059401
828	0.5542646553
829	0.5535732828
830	0.5531558275
831	0.5524712816
832	0.5519039106
833	0.551433145
834	0.5509310758
835	0.5502165288
836	0.549828356
837	0.5490935538
838	0.5485789992
839	0.5478233579
840	0.5470212329
841	0.546533266
842	0.5461525485
843	0.5453482678
844	0.5447071067
845	0.5441015607
846	0.5433447068
847	0.5430217459
848	0.54229395
849	0.5417258155
850	0.5413047224
851	0.5409423738
852	0.5404903813
853	0.5399718295
854	0.5395587306
855	0.5391192685
856	0.5386006269
857	0.5382408833
858	0.5376608472
859	0.5371253636
860	0.5364720763
861	0.5360664328
862	0.5355074604
863	0.5351062182
864	0.5343447833
865	0.5336508958
866	0.5328510613
867	0.5322750673
868	0.5317952294
869	0.5312522905
870	0.5306470589
871	0.5301556338
872	0.5295513903
873	0.5290092148
874	0.5283799105
875	0.52749142
876	0.5270383497
877	0.5266777078
878	0.5261412811
879	0.525630993
880	0.5251118125
881	0.5242796864
882	0.523800118
883	0.5231554987
884	0.522429634
885	0.5218410197
886	0.5215226848
887	0.5211088224
888	0.5207666842
889	0.5201661234
890	0.5192672584
891	0.518647655
892	0.5180536513
893	0.5176949855
894	0.5171326447
895	0.516775461
896	0.5162753231
897	0.5158573737
898	0.515249133
899	0.5147891013
900	0.5142555489
901	0.5138219254
902	0.5130446366
903	0.5125556368
904	0.5120297194
905	0.511407062
906	0.5107732665
907	0.5101467017
908	0.5094958846
909	0.5089861355
910	0.5083898863
911	0.5080963427
912	0.5075298699
913	0.5070637751
914	0.5065958839
915	0.5061648652
916	0.5057830249
917	0.5052521673
918	0.5048926033
919	0.5039946365
920	0.5035356377
921	0.5031294553
922	0.5026949334
923	0.5022189131
924	0.5016535632
925	0.5012408236
926	0.5008716036
927	0.5004494325
928	0.5000788202
929	0.4994766875
930	0.4988263645
931	0.498227151
932	0.497964866
933	0.4974718241
934	0.4972718318
935	0.496749732
936	0.4963023205
937	0.4959119021
938	0.4954682182
939	0.4951301221
940	0.4946604343
941	0.4942619318
942	0.4938211223
943	0.4933307752
944	0.4929430065
945	0.4922009735
946	0.4917216747
947	0.491046695
948	0.4904078693
949	0.4898961441
950	0.4894425348
951	0.4890702608
952	0.4886804262
953	0.4883502345
954	0.487732248
955	0.4873456471
956	0.4867845189
957	0.4862908033
958	0.4858564611
959	0.4852060931
960	0.4848034587
961	0.4844231006
962	0.4839527391
963	0.4833068174
964	0.4827125892
965	0.4821862227
966	0.4816425652
967	0.4814265394
968	0.4809237067
969	0.4805486032
970	0.4802847014
971	0.4799873852
972	0.4797056534
973	0.4793223759
974	0.4786912751
975	0.478140791
976	0.4777831582
977	0.4774045516
978	0.4769438462
979	0.4763277909
980	0.4758440008
981	0.4753603904
982	0.4748199665
983	0.4744444139
984	0.4741257646
985	0.4738116963
986	0.4733842705
987	0.4729151666
988	0.4721684179
989	0.4718255611
990	0.471430921
991	0.4710534821
992	0.4704569633
993	0.4699146083
994	0.4695878748
995	0.4691939982
996	0.4686349359
997	0.4682376909
998	0.4679251496
999	0.4676307527
1000	0.4673403529
1001	0.4667583856
1002	0.4665081369
1003	0.4661463723
1004	0.4656382849
1005	0.4651354522
1006	0.4649173156
1007	0.464477584
1008	0.4637819898
1009	0.4635075337
1010	0.4630803325
1011	0.4625118388
1012	0.462204597
1013	0.4617440264
1014	0.4614102418
1015	0.4610023077
1016	0.4604080346
1017	0.4600694894
1018	0.4599441854
1019	0.4596448931
1020	0.4591091849
1021	0.4586618183
1022	0.4583231833
1023	0.4579741736
1024	0.4576272298
1025	0.4572652406
1026	0.4569078772
1027	0.4565473252
1028	0.4560250457
1029	0.4557347357
1030	0.4551774699
1031	0.4547932494
1032	0.4546117158
1033	0.4542570023
1034	0.4538016414
1035	0.4533932134
1036	0.4530201758
1037	0.4527622922
1038	0.4523747032
1039	0.4519829375
1040	0.4516450659
1041	0.4512348863
1042	0.4509332585
1043	0.4502810042
1044	0.4500180456
1045	0.4495814129
1046	0.449196833
1047	0.4488257716
1048	0.448332056
1049	0.4480941582
1050	0.4478850937
1051	0.4475184336
1052	0.4470442547
1053	0.4467281204
1054	0.4464948035
1055	0.4461945231
1056	0.4457883856
1057	0.4453795983
1058	0.4449538342
1059	0.4447556384
1060	0.4442425658
1061	0.443818239
1062	0.4431773474
1063	0.4425340306
1064	0.4422959081
1065	0.4418916569
1066	0.4415853134
1067	0.4411757177
1068	0.4409159477
1069	0.4404812463
1070	0.4400236847
1071	0.4394272558
1072	0.4390479306
1073	0.4387413626
1074	0.4383610942
1075	0.438084662
1076	0.437609989
1077	0.437275396
1078	0.4370057904
1079	0.4368204393
1080	0.4363520989
1081	0.4359251672
1082	0.4355501985
1083	0.4350944334
1084	0.4346867239
1085	0.4340528386
1086	0.4334993454
1087	0.4332730796
1088	0.4329691165
1089	0.4326322779
1090	0.4323598428
1091	0.4320724521
1092	0.4317615276
1093	0.4315773892
1094	0.4310812933
1095	0.4306964888
1096	0.4304083346
1097	0.4300638161
1098	0.4295656992
1099	0.4291620318
1100	0.4288144143
1101	0.4283289625
1102	0.427858152
1103	0.4275141724
1104	0.4272169011
1105	0.4267537704
1106	0.4264411842
1107	0.4262433028
1108	0.4258831549
1109	0.4255706136
1110	0.4254125689
1111	0.4249504263
1112	0.424625669
1113	0.4242870339
1114	0.4239653306
1115	0.4236535977
1116	0.4232986147
1117	0.4231032483
1118	0.4227411693
1119	0.4224694528
1120	0.4221368359
1121	0.4218003566
1122	0.421387123
1123	0.4208573881
1124	0.4205624971
1125	0.4203056914
1126	0.4200495593
1127	0.4198155238
1128	0.4195469512
1129	0.4192909987
1130	0.4188663575
1131	0.4184501597
1132	0.4181119738
1133	0.417828715
1134	0.4174883283
1135	0.4169141757
1136	0.4165092058
1137	0.416200482
1138	0.4159730037
1139	0.4155948013
1140	0.415329103
1141	0.415003178
1142	0.4145359604
1143	0.4142229699
1144	0.4138391535
1145	0.4135421068
1146	0.4132062113
1147	0.4129706938
1148	0.4125630742
1149	0.4123139483
1150	0.4120225605
1151	0.4117584341
1152	0.4114110861
1153	0.4112330557
1154	0.4107207017
1155	0.4103081867
1156	0.4098044108
1157	0.4095594169
1158	0.4092650199
1159	0.4090353409
1160	0.4085325082
1161	0.4080189416
1162	0.407605708
1163	0.407145317
1164	0.4066876207
1165	0.4064168474
1166	0.4060374773
1167	0.4058413923
1168	0.4054781456
1169	0.4050635197
1170	0.4048191096
1171	0.4043978368
1172	0.4041382914
1173	0.4037505228
1174	0.4035026545
1175	0.4030326972
1176	0.4025699708
1177	0.4021554348
1178	0.4019329416
1179	0.4016384549
1180	0.4015030457
1181	0.4011049474
1182	0.4006387628
1183	0.4001902734
1184	0.4000231565
1185	0.3998572523
1186	0.3994884365
1187	0.3990019517
1188	0.3986951142
1189	0.3983333495
1190	0.3981109013
1191	0.3977584334
1192	0.3973803657
1193	0.3971042479
1194	0.3968583108
1195	0.3965936005
1196	0.3962474203
1197	0.3958789188
1198	0.3955955702
1199	0.3954510889
1200	0.3951170348
1201	0.3949320879
1202	0.3947278739
1203	0.3944769516
1204	0.3941208009
1205	0.393791238
1206	0.393558011
1207	0.3932287175
1208	0.3930667655
1209	0.3927478917
1210	0.3923399576
1211	0.3919750492
1212	0.3916155301
1213	0.3912259201
1214	0.3909712701
1215	0.3908042431
1216	0.3904837973
1217	0.3902617982
1218	0.3899656496
1219	0.3896218048
1220	0.3893987727
1221	0.3890827732
1222	0.3888590225
1223	0.3885589667
1224	0.3883396174
1225	0.387972598
1226	0.3878051668
1227	0.3876369271
1228	0.3872651921
1229	0.3869266917
1230	0.3866180128
1231	0.3862454693
1232	0.3858535239
1233	0.3856531723
1234	0.385489334
1235	0.38512977
1236	0.3847598314
1237	0.3845467248
1238	0.3842375968
1239	0.3840014954
1240	0.3837372792
1241	0.3834619248
1242	0.3832803913
1243	0.3830020728
1244	0.382796736
1245	0.3824423817
1246	0.3820419929
1247	0.3817277449
1248	0.3815233064
1249	0.381144071
1250	0.3808780583
1251	0.380645999
1252	0.3802170911
1253	0.3799914542
1254	0.3794830075
1255	0.3790317336
1256	0.3788046595
1257	0.3786247877
1258	0.3783954679
1259	0.3781787235
1260	0.3779214237
1261	0.3775667102
1262	0.3773039312
1263	0.3770071988
1264	0.3766809819
1265	0.3763993399
1266	0.3762484586
1267	0.3758865817
1268	0.3757027801
1269	0.3754980496
1270	0.3752045509
1271	0.3749799693
1272	0.37454547
1273	0.3742896747
1274	0.374092961
1275	0.3739172884
1276	0.3735466088
1277	0.3732528855
1278	0.3728040368
1279	0.3724376013
1280	0.3722002648
1281	0.371949365
1282	0.3716589203
1283	0.3714069425
1284	0.3712043453
1285	0.3709508631
1286	0.3707252486
1287	0.370380236
1288	0.3701264393
1289	0.369929501
1290	0.3696549551
1291	0.3694228958
1292	0.3692251041
1293	0.3688117358
1294	0.3685130273
1295	0.3683011334
1296	0.3680941573
1297	0.3678548671
1298	0.3674923839
1299	0.3673220558
1300	0.3670892554
1301	0.3667246164
1302	0.3664460958
1303	0.3662631475
1304	0.366009261
1305	0.3657416989
1306	0.3655039357
1307	0.3653142507
1308	0.3650389188
1309	0.3647874126
1310	0.3646583136
1311	0.364405258
1312	0.3642175715
1313	0.3640138515
1314	0.363455171
1315	0.363310263
1316	0.3630047729
1317	0.3627860748
1318	0.3624866926
1319	0.3623164769
1320	0.362133304
1321	0.3617793091
1322	0.3614320734
1323	0.3610273506
1324	0.3607403641
1325	0.3605739434
1326	0.3602429882
1327	0.359975965
1328	0.3595707706
1329	0.3592725112
1330	0.3590116634
1331	0.3585614449
1332	0.3583670891
1333	0.3579695521
1334	0.3577402773
1335	0.3576145691
1336	0.3574439042
1337	0.3571482947
1338	0.3569233539
1339	0.356750623
1340	0.3565250534
1341	0.3562964298
1342	0.3560315849
1343	0.3557751833
1344	0.3555813664
1345	0.3554380977
1346	0.3551966742
1347	0.3549336257
1348	0.3547016562
1349	0.3543537244
1350	0.3542022593
1351	0.3540281586
1352	0.3539036182
1353	0.3536497317
1354	0.3533932403
1355	0.3531588006
1356	0.3529077211
1357	0.3526931998
1358	0.3524263788
1359	0.3521313306
1360	0.3519431725
1361	0.3517506131
1362	0.3515389438
1363	0.3513045265
1364	0.3509897396
1365	0.3507802036
1366	0.3505292363
1367	0.3502996022
1368	0.3501227844
1369	0.3499852644
1370	0.3497472992
1371	0.3495629586
1372	0.3492532468
1373	0.3490859278
1374	0.3488525436
1375	0.3485994206
1376	0.3483595915
1377	0.3480966328
1378	0.3477652959
1379	0.3474657116
1380	0.3471914352
1381	0.346900227
1382	0.3465570109
1383	0.3461930006
1384	0.3458838052
1385	0.3456876978
1386	0.345399611
1387	0.345104226
1388	0.3448891882
1389	0.3447278425
1390	0.34461581
1391	0.3444726985
1392	0.3442210127
1393	0.3439410099
1394	0.3437702552
1395	0.3433813638
1396	0.3432513217
1397	0.3430668015
1398	0.3429254864
1399	0.3427380245
1400	0.3424814658
1401	0.3423382645
1402	0.3421746058
1403	0.3418272129
1404	0.3415352412
1405	0.3412849477
1406	0.3410530231
1407	0.3407893233
1408	0.3405558268
1409	0.3402929804
1410	0.3400639526
1411	0.3397938979
1412	0.3395628715
1413	0.3393156769
1414	0.3391518835
1415	0.3389418758
1416	0.3386136828
1417	0.3383830381
1418	0.3379561289
1419	0.3377654109
1420	0.3375874927
1421	0.3374203309
1422	0.3372255708
1423	0.3369249087
1424	0.3366376752
1425	0.3363752555
1426	0.3361161367
1427	0.3359966489
1428	0.3357510037
1429	0.3355974277
1430	0.3353919562
1431	0.3351430774
1432	0.3348997452
1433	0.3346922526
1434	0.3345018489
1435	0.3342845656
1436	0.3340539659
1437	0.3338429702
1438	0.3335870402
1439	0.3333155483
1440	0.3330517363
1441	0.3329394567
1442	0.3326849864
1443	0.3325345992
1444	0.3322919406
1445	0.3319748408
1446	0.3318813793
1447	0.3315898342
1448	0.3313526998
1449	0.3310584825
1450	0.3307510836
1451	0.3305957561
1452	0.3303810103
1453	0.3301362633
1454	0.3299580308
1455	0.3297383222
1456	0.3294152266
1457	0.3291339215
1458	0.3289910121
1459	0.3288192917
1460	0.328608835
1461	0.328472348
1462	0.3283179412
1463	0.3280547804
1464	0.3279073573
1465	0.3275213852
1466	0.3273141396
1467	0.3271497849
1468	0.3270327896
1469	0.3269600549
1470	0.3267521132
1471	0.3264647
1472	0.3262521549
1473	0.3260941776
1474	0.3256878379
1475	0.3254753152
1476	0.3252946125
1477	0.3249913006
1478	0.3246309057
1479	0.3243976113
1480	0.3240987681
1481	0.3238724125
1482	0.323746143
1483	0.323599708
1484	0.3234754595
1485	0.3231138744
1486	0.3228716875
1487	0.3226798018
1488	0.3224181006
1489	0.3222056228
1490	0.3219465266
1491	0.3217707193
1492	0.3216601688
1493	0.3215165184
1494	0.3214011175
1495	0.3211158376
1496	0.3208736058
1497	0.3207116538
1498	0.3204614276
1499	0.3203276128
1500	0.3199792094
1501	0.319746656
1502	0.3195216479
1503	0.3193388119
1504	0.3191544039
1505	0.3189218281
1506	0.3185634094
1507	0.3183854014
1508	0.3181534992
1509	0.3179713145
1510	0.3178037036
1511	0.3175264405
1512	0.3172590131
1513	0.3169396901
1514	0.316575343
1515	0.3162334518
1516	0.3160364686
1517	0.3158631314
1518	0.3157632925
1519	0.31552517
1520	0.3153521697
1521	0.3151824929
1522	0.3150044175
1523	0.3147970821
1524	0.3145721638
1525	0.3144145233
1526	0.3140702742
1527	0.3138734258
1528	0.3136106467
1529	0.3133689762
1530	0.3132082369
1531	0.3128580819
1532	0.3126088662
1533	0.3124894682
1534	0.312289139
1535	0.3121894573
1536	0.3118816092
1537	0.3116880393
1538	0.3114332995
1539	0.3112951283
1540	0.3110498873
1541	0.3108711383
1542	0.3106805999
1543	0.3105454378
1544	0.3102662884
1545	0.3099794367
1546	0.3097696985
